Source,Source City,Source Country,Target,Target City,Target Country,Weight
ACI,Alderney,United Kingdom,GCI,Guernsey,United Kingdom,2400
GCI,Guernsey,United Kingdom,ACI,Alderney,United Kingdom,2400
EMA,Nottingham,United Kingdom,GCI,Guernsey,United Kingdom,1155
GCI,Guernsey,United Kingdom,EMA,Nottingham,United Kingdom,1155
GCI,Guernsey,United Kingdom,MAN,Manchester (GB),United Kingdom,255
MAN,Manchester (GB),United Kingdom,GCI,Guernsey,United Kingdom,255
GCI,Guernsey,United Kingdom,STN,London (GB),United Kingdom,2937
STN,London (GB),United Kingdom,GCI,Guernsey,United Kingdom,2937
GCI,Guernsey,United Kingdom,JER,Jersey,United Kingdom,736
GCI,Guernsey,United Kingdom,MAN,Manchester (GB),United Kingdom,3432
JER,Jersey,United Kingdom,GCI,Guernsey,United Kingdom,800
MAN,Manchester (GB),United Kingdom,GCI,Guernsey,United Kingdom,3432
ACI,Alderney,United Kingdom,SOU,Southampton,United Kingdom,1920
SOU,Southampton,United Kingdom,ACI,Alderney,United Kingdom,1920
GCI,Guernsey,United Kingdom,LGW,London (GB),United Kingdom,6696
LGW,London (GB),United Kingdom,GCI,Guernsey,United Kingdom,6696
GCI,Guernsey,United Kingdom,JER,Jersey,United Kingdom,6264
JER,Jersey,United Kingdom,GCI,Guernsey,United Kingdom,6120
BRS,Bristol,United Kingdom,GCI,Guernsey,United Kingdom,1056
GCI,Guernsey,United Kingdom,BRS,Bristol,United Kingdom,1056
ABZ,Aberdeen (GB),United Kingdom,STN,London (GB),United Kingdom,840
STN,London (GB),United Kingdom,ABZ,Aberdeen (GB),United Kingdom,420
IOM,Isle of Man,United Kingdom,PIK,Glasgow (GB),United Kingdom,1550
PIK,Glasgow (GB),United Kingdom,IOM,Isle of Man,United Kingdom,1550
ABZ,Aberdeen (GB),United Kingdom,WIC,Wick,United Kingdom,874
WIC,Wick,United Kingdom,ABZ,Aberdeen (GB),United Kingdom,874
ABZ,Aberdeen (GB),United Kingdom,LBA,Leeds Bradford,United Kingdom,950
LBA,Leeds Bradford,United Kingdom,ABZ,Aberdeen (GB),United Kingdom,950
EDI,Edinburgh,United Kingdom,NWI,Norwich,United Kingdom,2117
NWI,Norwich,United Kingdom,EDI,Edinburgh,United Kingdom,2117
BHX,Birmingham (GB),United Kingdom,NCL,Newcastle (GB),United Kingdom,2784
MAN,Manchester (GB),United Kingdom,NWI,Norwich,United Kingdom,1311
NCL,Newcastle (GB),United Kingdom,BHX,Birmingham (GB),United Kingdom,2784
NCL,Newcastle (GB),United Kingdom,SOU,Southampton,United Kingdom,1850
NWI,Norwich,United Kingdom,MAN,Manchester (GB),United Kingdom,1311
SOU,Southampton,United Kingdom,NCL,Newcastle (GB),United Kingdom,1850
IOM,Isle of Man,United Kingdom,LBA,Leeds Bradford,United Kingdom,783
LBA,Leeds Bradford,United Kingdom,IOM,Isle of Man,United Kingdom,783
ABZ,Aberdeen (GB),United Kingdom,HUY,Humberside,United Kingdom,2109
ABZ,Aberdeen (GB),United Kingdom,NCL,Newcastle (GB),United Kingdom,1850
HUY,Humberside,United Kingdom,ABZ,Aberdeen (GB),United Kingdom,2109
NCL,Newcastle (GB),United Kingdom,ABZ,Aberdeen (GB),United Kingdom,1850
ABZ,Aberdeen (GB),United Kingdom,BFS,Belfast,United Kingdom,437
ABZ,Aberdeen (GB),United Kingdom,EMA,Nottingham,United Kingdom,1387
BFS,Belfast,United Kingdom,ABZ,Aberdeen (GB),United Kingdom,437
EMA,Nottingham,United Kingdom,ABZ,Aberdeen (GB),United Kingdom,1387
MAN,Manchester (GB),United Kingdom,STN,London (GB),United Kingdom,2001
STN,London (GB),United Kingdom,MAN,Manchester (GB),United Kingdom,2001
ABZ,Aberdeen (GB),United Kingdom,NWI,Norwich,United Kingdom,3552
NWI,Norwich,United Kingdom,ABZ,Aberdeen (GB),United Kingdom,3552
IOM,Isle of Man,United Kingdom,LBA,Leeds Bradford,United Kingdom,437
LBA,Leeds Bradford,United Kingdom,IOM,Isle of Man,United Kingdom,437
NCL,Newcastle (GB),United Kingdom,SOU,Southampton,United Kingdom,667
SOU,Southampton,United Kingdom,NCL,Newcastle (GB),United Kingdom,667
LBA,Leeds Bradford,United Kingdom,SOU,Southampton,United Kingdom,2117
SOU,Southampton,United Kingdom,LBA,Leeds Bradford,United Kingdom,2117
ABZ,Aberdeen (GB),United Kingdom,NCL,Newcastle (GB),United Kingdom,1450
NCL,Newcastle (GB),United Kingdom,ABZ,Aberdeen (GB),United Kingdom,1450
ABZ,Aberdeen (GB),United Kingdom,MME,Teesside,United Kingdom,1748
MME,Teesside,United Kingdom,ABZ,Aberdeen (GB),United Kingdom,1748
INV,Inverness,United Kingdom,MAN,Manchester (GB),United Kingdom,1311
MAN,Manchester (GB),United Kingdom,INV,Inverness,United Kingdom,1311
BHX,Birmingham (GB),United Kingdom,GLA,Glasgow (GB),United Kingdom,1680
LGW,London (GB),United Kingdom,MAN,Manchester (GB),United Kingdom,210
MAN,Manchester (GB),United Kingdom,LGW,London (GB),United Kingdom,1890
GLA,Glasgow (GB),United Kingdom,MAN,Manchester (GB),United Kingdom,363
LGW,London (GB),United Kingdom,BFS,Belfast,United Kingdom,2472
MAN,Manchester (GB),United Kingdom,GLA,Glasgow (GB),United Kingdom,1089
LGW,London (GB),United Kingdom,MAN,Manchester (GB),United Kingdom,2472
MAN,Manchester (GB),United Kingdom,LGW,London (GB),United Kingdom,1854
BFS,Belfast,United Kingdom,NCL,Newcastle (GB),United Kingdom,1260
CWL,Cardiff,United Kingdom,GLA,Glasgow (GB),United Kingdom,1089
CWL,Cardiff,United Kingdom,GLA,Glasgow (GB),United Kingdom,420
EXT,Exeter,United Kingdom,BHX,Birmingham (GB),United Kingdom,1050
BFS,Belfast,United Kingdom,NCL,Newcastle (GB),United Kingdom,618
GLA,Glasgow (GB),United Kingdom,STN,London (GB),United Kingdom,17446
BFS,Belfast,United Kingdom,BRS,Bristol,United Kingdom,10370
BRS,Bristol,United Kingdom,BFS,Belfast,United Kingdom,10370
GLA,Glasgow (GB),United Kingdom,LTN,London (GB),United Kingdom,23058
LTN,London (GB),United Kingdom,GLA,Glasgow (GB),United Kingdom,23058
STN,London (GB),United Kingdom,GLA,Glasgow (GB),United Kingdom,17446
BFS,Belfast,United Kingdom,NCL,Newcastle (GB),United Kingdom,7564
INV,Inverness,United Kingdom,LTN,London (GB),United Kingdom,4758
LTN,London (GB),United Kingdom,INV,Inverness,United Kingdom,4758
NCL,Newcastle (GB),United Kingdom,BFS,Belfast,United Kingdom,7564
BRS,Bristol,United Kingdom,EDI,Edinburgh,United Kingdom,9882
EDI,Edinburgh,United Kingdom,BRS,Bristol,United Kingdom,9882
EDI,Edinburgh,United Kingdom,STN,London (GB),United Kingdom,23546
ABZ,Aberdeen (GB),United Kingdom,LTN,London (GB),United Kingdom,6588
NCL,Newcastle (GB),United Kingdom,STN,London (GB),United Kingdom,14152
STN,London (GB),United Kingdom,EDI,Edinburgh,United Kingdom,23546
STN,London (GB),United Kingdom,NCL,Newcastle (GB),United Kingdom,14152
EDI,Edinburgh,United Kingdom,LGW,London (GB),United Kingdom,16958
EDI,Edinburgh,United Kingdom,LTN,London (GB),United Kingdom,23546
BFS,Belfast,United Kingdom,LGW,London (GB),United Kingdom,10370
LGW,London (GB),United Kingdom,EDI,Edinburgh,United Kingdom,16958
LTN,London (GB),United Kingdom,ABZ,Aberdeen (GB),United Kingdom,6588
LTN,London (GB),United Kingdom,EDI,Edinburgh,United Kingdom,23546
BFS,Belfast,United Kingdom,STN,London (GB),United Kingdom,17934
LGW,London (GB),United Kingdom,BFS,Belfast,United Kingdom,10370
STN,London (GB),United Kingdom,BFS,Belfast,United Kingdom,17934
EDI,Edinburgh,United Kingdom,EMA,Nottingham,United Kingdom,6588
EMA,Nottingham,United Kingdom,EDI,Edinburgh,United Kingdom,6588
BFS,Belfast,United Kingdom,LTN,London (GB),United Kingdom,16958
BRS,Bristol,United Kingdom,GLA,Glasgow (GB),United Kingdom,9882
GLA,Glasgow (GB),United Kingdom,BRS,Bristol,United Kingdom,9882
LTN,London (GB),United Kingdom,BFS,Belfast,United Kingdom,16958
BFS,Belfast,United Kingdom,EDI,Edinburgh,United Kingdom,11346
EDI,Edinburgh,United Kingdom,BFS,Belfast,United Kingdom,11346
EMA,Nottingham,United Kingdom,GLA,Glasgow (GB),United Kingdom,6588
INV,Inverness,United Kingdom,LGW,London (GB),United Kingdom,3782
LGW,London (GB),United Kingdom,INV,Inverness,United Kingdom,3782
GLA,Glasgow (GB),United Kingdom,EMA,Nottingham,United Kingdom,6588
BFS,Belfast,United Kingdom,LPL,Liverpool,United Kingdom,25010
LPL,Liverpool,United Kingdom,BFS,Belfast,United Kingdom,25010
BFS,Belfast,United Kingdom,GLA,Glasgow (GB),United Kingdom,14640
GLA,Glasgow (GB),United Kingdom,BFS,Belfast,United Kingdom,14640
LCY,London (GB),United Kingdom,MAN,Manchester (GB),United Kingdom,8050
MAN,Manchester (GB),United Kingdom,LCY,London (GB),United Kingdom,8050
BFS,Belfast,United Kingdom,BHX,Birmingham (GB),United Kingdom,9720
BHX,Birmingham (GB),United Kingdom,BFS,Belfast,United Kingdom,9720
CWL,Cardiff,United Kingdom,JER,Jersey,United Kingdom,4061
JER,Jersey,United Kingdom,CWL,Cardiff,United Kingdom,4061
CWL,Cardiff,United Kingdom,PIK,Glasgow (GB),United Kingdom,1048
PIK,Glasgow (GB),United Kingdom,CWL,Cardiff,United Kingdom,1048
BFS,Belfast,United Kingdom,EMA,Nottingham,United Kingdom,3404
EDI,Edinburgh,United Kingdom,EMA,Nottingham,United Kingdom,5476
EMA,Nottingham,United Kingdom,BFS,Belfast,United Kingdom,3404
EMA,Nottingham,United Kingdom,EDI,Edinburgh,United Kingdom,5476
BFS,Belfast,United Kingdom,CWL,Cardiff,United Kingdom,4061
CWL,Cardiff,United Kingdom,BFS,Belfast,United Kingdom,4061
EMA,Nottingham,United Kingdom,GLA,Glasgow (GB),United Kingdom,8584
GLA,Glasgow (GB),United Kingdom,EMA,Nottingham,United Kingdom,8584
CWL,Cardiff,United Kingdom,EDI,Edinburgh,United Kingdom,7598
EDI,Edinburgh,United Kingdom,CWL,Cardiff,United Kingdom,7598
CWL,Cardiff,United Kingdom,GLA,Glasgow (GB),United Kingdom,6026
GLA,Glasgow (GB),United Kingdom,CWL,Cardiff,United Kingdom,6026
EDI,Edinburgh,United Kingdom,EMA,Nottingham,United Kingdom,5764
EMA,Nottingham,United Kingdom,EDI,Edinburgh,United Kingdom,5764
BFS,Belfast,United Kingdom,EMA,Nottingham,United Kingdom,5895
BFS,Belfast,United Kingdom,MAN,Manchester (GB),United Kingdom,11988
EMA,Nottingham,United Kingdom,BFS,Belfast,United Kingdom,5895
EMA,Nottingham,United Kingdom,JER,Jersey,United Kingdom,4061
JER,Jersey,United Kingdom,EMA,Nottingham,United Kingdom,4061
MAN,Manchester (GB),United Kingdom,BFS,Belfast,United Kingdom,11988
BFS,Belfast,United Kingdom,LTN,London (GB),United Kingdom,378
